Manager,Owner,Market,Submarket,Property Name,Address,City,State,ZIP,Units,Manage v. OWN and manage
Greystar Management,Alliance Residential Company,Dallas - Suburban,41 - Rockwall,Prose Greenbriar,375 West Greenbriar Road,Fate,TX,75189,336,MANAGE
Greystar Management,Ashland Greene Capital,Dallas - Suburban,43 - Forney,"Preserve at Gateway, The",1450 Whaley Drive,Forney,TX,75126,120,MANAGE
Greystar Management,Greystar,Dallas - Suburban,43 - Forney,Summerwell Wildcat Ranch,2204 Boiling Springs Road,Crandall,TX,75114,176,MANAGE
Greystar Management,Northland,Denver,1 - Denver - Downtown,1600 Glenarm Place,1600 Glenarm Place,Denver,CO,80202,333,MANAGE
Greystar Management,American Realty Advisors,Denver,1 - Denver - Downtown,Alara Union Station,1975 19th Street,Denver,CO,80202,314,MANAGE
Greystar Management,Greystar,Denver,1 - Denver - Downtown,"Fitzgerald, The",1840 Market Street,Denver,CO,80202,282,MANAGE
Greystar Management,Greystar,Denver,1 - Denver - Downtown,Mercer Union Station,2059 19th Street,Denver,CO,80202,232,MANAGE
Greystar Management,"Connell Company, The",Denver,1 - Denver - Downtown,Solera,1956 Lawrence Street,Denver,CO,80202,120,MANAGE
Greystar Management,Greystar,Denver,2 - Denver - Five Points - Uptown,"Dorsey, The",600 Park Avenue West,Denver,CO,80205,230,MANAGE
Greystar Management,McWhinney,Denver,2 - Denver - Five Points - Uptown,FoundryLine,3750 Blake Street,Denver,CO,80205,348,MANAGE
Greystar Management,Transwestern,Denver,2 - Denver - Five Points - Uptown,"Riv, The",3720 North Downing Street,Denver,CO,80205,196,MANAGE
Greystar Management,Century Real Estate Advisors,Denver,2 - Denver - Five Points - Uptown,Welton Park,2300 Welton Street,Denver,CO,80205,223,MANAGE
Greystar Management,Carmel Partners,Denver,3 - Denver - North,Forge,3901 Wynkoop Street,Denver,CO,80216,408,MANAGE
Greystar Management,"Max Collaborative, The",Denver,3 - Denver - North,One River North,3930 Blake Street,Denver,CO,80205,187,MANAGE
Greystar Management,Productive Capital Associates,Denver,3 - Denver - North,"Villas, The",2555 31st Street,Denver,CO,80216,120,MANAGE
Greystar Management,Carmel Partners,Denver,4 - Denver - Central,CoLab,1493 North Osage Street,Denver,CO,80204,252,MANAGE
Greystar Management,NewTower Trust Company,Denver,4 - Denver - Central,Mason at Alameda Station,275 South Cherokee Street,Denver,CO,80223,338,MANAGE
Greystar Management,Greystar,Denver,4 - Denver - Central,Parq on Speer,909 Bannock Street,Denver,CO,80204,302,MANAGE
Greystar Management,Greystar,Denver,4 - Denver - Central,"Parson, The",990 Cherokee Street,Denver,CO,80204,309,MANAGE
Greystar Management,Price Development Group,Denver,4 - Denver - Central,RYE SoBo,290 West Alameda Avenue,Denver,CO,80223,353,MANAGE
Greystar Management,Alliance Residential Company,Denver,5 - Denver - City Park - Cherry Creek,Broadstone on 9th,4300 East 9th Avenue,Denver,CO,80220,324,MANAGE
Greystar Management,Greystar,Denver,5 - Denver - City Park - Cherry Creek,Overture 9th + Co,4205 East 10th Avenue,Denver,CO,80220,207,MANAGE
Greystar Management,"Opus Group, The",Denver,6 - Denver - West,1919 Mile High,1919 Mile High Stadium Circle,Denver,CO,80204,277,MANAGE
Greystar Management,Transwestern,Denver,6 - Denver - West,2785 Speer,2785 North Speer Blvd,Denver,CO,80211,332,MANAGE
Greystar Management,Wood Partners,Denver,6 - Denver - West,Alta Mile High,1450 Morrison Road,Denver,CO,80204,216,MANAGE
Greystar Management,MetLife Real Estate Investment,Denver,6 - Denver - West,Emery West Highland,3550 West 38th Avenue,Denver,CO,80211,322,MANAGE
Greystar Management,AEW Capital Management,Denver,6 - Denver - West,Highlands32,3251 North Lowell Blvd,Denver,CO,80211,148,MANAGE
Greystar Management,Grand Peaks Properties,Denver,6 - Denver - West,LoHi Gold,2424 West Caithness Place,Denver,CO,80211,125,MANAGE
Greystar Management,AEW Capital Management,Denver,6 - Denver - West,"LoHi House, The",3215 Tejon Street,Denver,CO,80211,106,MANAGE
Greystar Management,Global Asset Capital,Denver,6 - Denver - West,Luxe at Mile High,3200 West Colfax Avenue,Denver,CO,80204,382,MANAGE
Greystar Management,Mortenson Development,Denver,6 - Denver - West,Revival on Platte,2506 West Colfax Avenue,Denver,CO,80204,200,MANAGE
Greystar Management,Grand Peaks Properties,Denver,6 - Denver - West,Skyline at Highlands,2501 West 26th Avenue,Denver,CO,80211,533,MANAGE
Greystar Management,"Max Collaborative, The",Denver,6 - Denver - West,Wilder,1521 Hooker Street,Denver,CO,80204,196,MANAGE
Greystar Management,TruAmerica Multifamily,Denver,7 - Denver - Southwest,Loretto Heights,3400 South Lowell Blvd,Denver,CO,80236,312,MANAGE
Greystar Management,Grand Peaks Properties,Denver,7 - Denver - Southwest,Sorella at Loretto Heights,3000 West Bates Avenue,Denver,CO,80236,374,MANAGE
Greystar Management,Eaton Vance Real Estate Investment Group,Denver,8 - Denver - South,"Henry, The",201 East Mississippi Avenue,Denver,CO,80210,403,MANAGE
Greystar Management,Highlands REIT,Denver,8 - Denver - South,Muse,2270 South University Blvd,Denver,CO,80210,120,MANAGE
Greystar Management,ColRich Multifamily,Denver,9 - Glendale,Cambridge Place,1260 South Bellaire Street,Denver,CO,80246,114,MANAGE
Greystar Management,ColRich Multifamily,Denver,9 - Glendale,"Lodge at Aspen Grove, The",4697 East Louisiana Avenue,Denver,CO,80246,284,MANAGE
Greystar Management,Braddock & Logan,Denver,9 - Glendale,Waterford Cherry Creek,650 South Dahlia Circle,Glendale,CO,80246,324,MANAGE
Greystar Management,ColRich Multifamily,Denver,10 - Denver - East,Alta Springs,9888 East Vassar Drive,Denver,CO,80231,359,MANAGE
Greystar Management,Greystar,Denver,10 - Denver - East,Avia Lowry,9649 East 5th Avenue,Denver,CO,80230,150,MANAGE
Greystar Management,ColRich Multifamily,Denver,10 - Denver - East,Elm at Panorama,10150 East Harvard Avenue,Denver,CO,80231,320,MANAGE
Greystar Management,PGIM Real Estate,Denver,10 - Denver - East,Lowry Park,8501 East Alameda Avenue,Denver,CO,80230,600,MANAGE
Greystar Management,Aukum Group,Denver,10 - Denver - East,Mile 44,8375 East Yale Avenue,Denver,CO,80231,216,MANAGE
Greystar Management,Grand Peaks Properties,Denver,10 - Denver - East,Monaco South,2280 South Monaco Pkwy,Denver,CO,80222,220,MANAGE
Greystar Management,ColRich Multifamily,Denver,10 - Denver - East,Sage at Panorama,2570 South Dayton Way,Denver,CO,80231,324,MANAGE
Greystar Management,ColRich Multifamily,Denver,10 - Denver - East,Vine at Panorama,9990 East Harvard Avenue,Denver,CO,80231,104,MANAGE
Greystar Management,TA Realty,Denver,10 - Denver - East,Whisper Sky,1755 South Beeler Street,Denver,CO,80247,212,MANAGE
Greystar Management,Stonebridge Companies,Denver,11 - Denver - Southeast,Apiary Residences,4855 South Quebec Street,Denver,CO,80237,193,MANAGE
Greystar Management,UBS Realty Investors,Denver,11 - Denver - Southeast,Cielo,6715 East Union Avenue,Denver,CO,80237,201,MANAGE
Greystar Management,Grand Peaks Properties,Denver,11 - Denver - Southeast,Edge DTC,7500 East Quincy Avenue,Denver,CO,80237,204,MANAGE
Greystar Management,High Street Residential,Denver,11 - Denver - Southeast,One Seven at Belleview Station,4882 Newport Street,Denver,CO,80237,250,MANAGE
Greystar Management,Goldman Sachs & Company,Denver,11 - Denver - Southeast,Pearl DTC,7571 East Technology Way,Denver,CO,80237,408,MANAGE
Greystar Management,New York Life Insurance Company,Denver,11 - Denver - Southeast,Summitt Ridge Apartment Homes,8330 East Quincy Avenue,Denver,CO,80237,360,MANAGE
Greystar Management,"Webb, Daniel L.",Denver,11 - Denver - Southeast,Tangent,4300 South Monaco Street,Denver,CO,80237,140,MANAGE
Greystar Management,High Street Residential,Denver,12 - Denver - Northeast,Elevon,3650 Uinta Street,Denver,CO,80238,301,MANAGE
Greystar Management,Greystar,Denver,12 - Denver - Northeast,Everleigh Central Park,2980 North Syracuse Street,Denver,CO,80238,150,MANAGE
Greystar Management,ColRich Multifamily,Denver,12 - Denver - Northeast,Novi at Lowry,8000 East 12th Avenue,Denver,CO,80220,326,MANAGE
Greystar Management,Greystar,Denver,12 - Denver - Northeast,Overture Central Park,8133 East 29th Place,Denver,CO,80238,108,MANAGE
Greystar Management,Price Development Group,Denver,12 - Denver - Northeast,Rye Central Park,2999 Willow Street,Denver,CO,80238,290,MANAGE
Greystar Management,ReyLenn Properties,Denver,12 - Denver - Northeast,Solana Central Park,8355 East 32nd Avenue,Denver,CO,80238,309,MANAGE
Greystar Management,Eaton Vance Real Estate Investment Group,Denver,13 - Denver - Airport,"Argonne, The",5650 Argonne Street,Denver,CO,80249,324,MANAGE
Greystar Management,Alliance Residential Company,Denver,13 - Denver - Airport,Prose at Painted Prairie,21650 East 56th Place,Aurora,CO,80019,312,MANAGE
Greystar Management,High Street Residential,Denver,15 - Aurora - Central,Alexan Montview Plaza,2060 Chester Street,Aurora,CO,80010,395,MANAGE
Greystar Management,MIG Real Estate,Denver,15 - Aurora - Central,Glen at the Park,298 South Jasper Circle,Aurora,CO,80017,467,MANAGE
Greystar Management,Legacy Partners,Denver,15 - Aurora - Central,Legacy at Fitz,1363 North Victor Street,Aurora,CO,80011,363,MANAGE
Greystar Management,Latitude Management Real Estate Holdings,Denver,15 - Aurora - Central,"Retreat at Fitzsimons, The",13700 East 5th Circle,Aurora,CO,80011,256,MANAGE
Greystar Management,Cypress Equity Investments,Denver,15 - Aurora - Central,Revel,291 Dearborn Way,Aurora,CO,80012,300,MANAGE
Greystar Management,ColRich Multifamily,Denver,16 - Aurora - South,"Park at Canyon Ridge, The",9757 East Colorado Avenue,Denver,CO,80247,272,MANAGE
Greystar Management,TMR Investments,Denver,16 - Aurora - South,Shift,16893 East Arkansas Avenue,Aurora,CO,80017,319,MANAGE
Greystar Management,Grand Peaks Properties,Denver,16 - Aurora - South,Walker Landing,2205 South Racine Way,Aurora,CO,80014,480,MANAGE
Greystar Management,Benedict Canyon Equities,Denver,17 - Aurora - Northeast,Aspen Ridge,18851 East Baltic Place,Aurora,CO,80013,468,MANAGE
Greystar Management,Alliance Residential Company,Denver,17 - Aurora - Northeast,Prose Murphy Creek,23501 East Colorado Place,Aurora,CO,80018,336,MANAGE
Greystar Management,Wood Partners,Denver,18 - Aurora - Southeast,Alta Piney Creek,7400 South Addison Court,Aurora,CO,80016,186,MANAGE
Greystar Management,Braddock & Logan,Denver,18 - Aurora - Southeast,Canyons at Saddle Rock,6850 South Versailles Way,Aurora,CO,80016,263,MANAGE
Greystar Management,BMC Investments,Denver,18 - Aurora - Southeast,"Fillmore at Copperleaf, The",4545 South Versailles Street,Aurora,CO,80015,229,MANAGE
Greystar Management,"Garrett Companies, The",Denver,18 - Aurora - Southeast,Five810 Southlands,5810 South Southlands Pkwy,Aurora,CO,80016,270,MANAGE
Greystar Management,CBRE Investment Management,Denver,18 - Aurora - Southeast,"Fletcher Southlands, The",22959 East Smoky Hill Road,Aurora,CO,80015,320,MANAGE
Greystar Management,BMC Investments,Denver,18 - Aurora - Southeast,"Madison at Copperleaf, The",22500 East Radcliff Circle,Aurora,CO,80015,330,MANAGE
Greystar Management,Braddock & Logan,Denver,18 - Aurora - Southeast,Waterford at Southlands,24631 East Applewood Drive,Aurora,CO,80016,300,MANAGE
Greystar Management,Headwaters Group,Denver,19 - Centennial - East,Aspendale Centennial,13857 East Arapahoe Place,Centennial,CO,80112,172,MANAGE
Greystar Management,MIG Real Estate,Denver,19 - Centennial - East,Copper Terrace,6550 South Dayton Street,Centennial,CO,80111,168,MANAGE
Greystar Management,Greystar,Denver,19 - Centennial - East,Dove Valley,7550 South Blackhawk Street,Englewood,CO,80112,312,MANAGE
Greystar Management,Grand Peaks Properties,Denver,19 - Centennial - East,Elevation at County Line Station,8331 South Valley Hwy,Englewood,CO,80112,265,MANAGE
Greystar Management,Eaton Vance Real Estate Investment Group,Denver,19 - Centennial - East,"Palmer Inverness, The",324 Inverness Drive South,Englewood,CO,80112,252,MANAGE
Greystar Management,Barings,Denver,19 - Centennial - East,Promenade Place,5200 South Ulster Street,Greenwood Village,CO,80111,387,MANAGE
Greystar Management,RREEF Property Trust,Denver,20 - Centennial - West,"Glenn, The",9300 East Mineral Avenue,Centennial,CO,80112,306,MANAGE
Greystar Management,Fairfield Residential,Denver,20 - Centennial - West,"Mezz at Fiddler's Green, The",6440 South Syracuse Way,Centennial,CO,80111,149,MANAGE
Greystar Management,RREEF Property Trust,Denver,20 - Centennial - West,Stratford Station Apartment Homes,7555 East Peakview Avenue,Centennial,CO,80111,192,MANAGE
Greystar Management,Eaton Vance Real Estate Investment Group,Denver,21 - Englewood,Avana on the Platte,3400 South Platte River Drive,Sheridan,CO,80110,316,MANAGE
Greystar Management,ColRich Multifamily,Denver,21 - Englewood,Greenwood Point,5312 South Broadway Circle,Englewood,CO,80113,312,MANAGE
Greystar Management,Crow Holdings,Denver,21 - Englewood,"Marks, The",1701 East Hampden Avenue,Englewood,CO,80113,616,MANAGE
Greystar Management,ParkProperty Capital,Denver,22 - Lakewood - East,Alta Sloan's Lake,1605 Sheridan Avenue,Lakewood,CO,80214,200,MANAGE
Greystar Management,Greystar,Denver,22 - Lakewood - East,Avana Belmar,7301 West Ohio Avenue,Lakewood,CO,80226,512,MANAGE
Greystar Management,ColRich Multifamily,Denver,22 - Lakewood - East,Belmar Villas,700 South Reed Court,Lakewood,CO,80226,318,MANAGE
Greystar Management,ColRich Multifamily,Denver,22 - Lakewood - East,Lakeview Towers,679 South Reed Court,Lakewood,CO,80226,290,MANAGE
Greystar Management,Aukum Group,Denver,22 - Lakewood - East,Sloan's Lake,6792 West 19th Place,Lakewood,CO,80214,192,MANAGE
Greystar Management,Sagard Real Estate,Denver,23 - Lakewood - West,Arca Green Mountain,13055 West Mississippi Court,Lakewood,CO,80228,260,MANAGE
Greystar Management,QuadReal,Denver,23 - Lakewood - West,Beacon85,85 South Union Blvd,Lakewood,CO,80228,343,MANAGE
Greystar Management,Carmel Partners,Denver,23 - Lakewood - West,Braxton,66 South Van Gordon Street,Lakewood,CO,80228,363,MANAGE
Greystar Management,"Koehn, Kim",Denver,23 - Lakewood - West,Oak Street Station,1420 Oak Street,Lakewood,CO,80215,291,MANAGE
Greystar Management,Bascom Group,Denver,23 - Lakewood - West,Solana Lakewood,11001 West 15th Place,Lakewood,CO,80215,230,MANAGE
Greystar Management,Brixton Capital,Denver,23 - Lakewood - West,Whisper Creek,3505 South Nelson Circle,Lakewood,CO,80235,272,MANAGE
Greystar Management,Brixton Capital,Denver,23 - Lakewood - West,"Windsor, The",8153 West Eastman Place,Lakewood,CO,80227,352,MANAGE
Greystar Management,RREEF Property Trust,Denver,24 - Littleton,Monte Vista,501 West Mineral Avenue,Littleton,CO,80120,219,MANAGE
Greystar Management,J.P. Morgan Asset Management,Denver,24 - Littleton,Mountain Gate,7501 South Utica Drive,Littleton,CO,80128,496,MANAGE
Greystar Management,Braddock & Logan,Denver,24 - Littleton,Outlook Littleton,4560 West Mineral Avenue,Littleton,CO,80128,250,MANAGE
Greystar Management,Aukum Group,Denver,24 - Littleton,Terra Vista at the Park,5425 South Federal Circle,Littleton,CO,80123,324,MANAGE
Greystar Management,Headwaters Group,Denver,25 - Ken Caryl,Aspendale Littleton,5355 South Alkire Street,Littleton,CO,80127,190,MANAGE
Greystar Management,J.P. Morgan Asset Management,Denver,25 - Ken Caryl,"Fairways at Raccoon Creek, The",6805 West Bowles Avenue,Littleton,CO,80123,360,MANAGE
Greystar Management,Kennedy Wilson,Denver,25 - Ken Caryl,Prosper Place,4601 South Balsam Way,Littleton,CO,80123,332,MANAGE
Greystar Management,Aukum Group,Denver,25 - Ken Caryl,Vista at Trappers Glen,11736 West Chenango Drive,Morrison,CO,80465,144,MANAGE
Greystar Management,Coit Financial Group,Denver,26 - Highlands Ranch,Broadstone Sterling Ranch at Prospect Village,8425 Old Ski Run Circle,Littleton,CO,80125,332,MANAGE
Greystar Management,RREEF Property Trust,Denver,26 - Highlands Ranch,Creekside at Highlands Ranch,8857 Creekside Way,Highlands Ranch,CO,80129,279,MANAGE
Greystar Management,Corebridge Real Estate Investors,Denver,26 - Highlands Ranch,HiLine at Littleton Commons,8300 Erickson Blvd,Littleton,CO,80129,385,MANAGE
Greystar Management,Crow Holdings,Denver,26 - Highlands Ranch,Palomino Park Resort,6700 Palomino Pkwy,Highlands Ranch,CO,80130,1184,MANAGE
Greystar Management,Century Communities,Denver,27 - Parker - Lone Tree,"Alder, The",15091 Belford Avenue,Parker,CO,80134,300,MANAGE
Greystar Management,Century Communities,Denver,27 - Parker - Lone Tree,AVRA at RidgeGate Station,10900 High Note Avenue,Lone Tree,CO,80124,269,MANAGE
Greystar Management,Regency Residential Partners,Denver,27 - Parker - Lone Tree,AVRA at RidgeGate Station Phase II,10900 High Note Avenue,Lone Tree,CO,80124,270,MANAGE
Greystar Management,Alliance Residential Company,Denver,27 - Parker - Lone Tree,Broadstone Wren,8521 Kings Point Way,Parker,CO,80138,260,MANAGE
Greystar Management,UBS Realty Investors,Denver,27 - Parker - Lone Tree,Peak83,11605 Solar Circle,Parker,CO,80134,255,MANAGE
Greystar Management,Braddock & Logan,Denver,27 - Parker - Lone Tree,Waterford Lone Tree,10047 Park Meadows Drive,Lone Tree,CO,80124,400,MANAGE
Greystar Management,Braddock & Logan,Denver,27 - Parker - Lone Tree,Waterford on Mainstreet,18588 East Mainstreet,Parker,CO,80134,306,MANAGE
Greystar Management,Fairfield Residential,Denver,28 - Castle Rock,Talus Flats,2355 Mercantile Street,Castle Rock,CO,80109,111,MANAGE
Greystar Management,MIG Real Estate,Denver,29 - Golden,Altitude,303 Jackson Drive,Golden,CO,80403,196,MANAGE
Greystar Management,MIG Real Estate,Denver,29 - Golden,Basecamp at West 8th,1620 8th Street,Golden,CO,80401,72,MANAGE
Greystar Management,Greystone Group,Denver,29 - Golden,"Charles Denver West, The",1767 Denver West Marriott Blvd,Golden,CO,80401,230,MANAGE
Greystar Management,LGIM America,Denver,29 - Golden,Outlook Golden Ridge,544 Golden Ridge Road,Golden,CO,80401,177,MANAGE
Greystar Management,MIG Real Estate,Denver,29 - Golden,West 8th,1410 8th Street,Golden,CO,80401,99,MANAGE
Greystar Management,ColRich Multifamily,Denver,30 - Arvada,Allison Pointe,7850 West 51st Avenue,Arvada,CO,80002,88,MANAGE
Greystar Management,J.P. Morgan Asset Management,Denver,30 - Arvada,Arvada Station,10068 West 52nd Place,Wheat Ridge,CO,80033,378,MANAGE
Greystar Management,TA Realty,Denver,30 - Arvada,Gateway Arvada Ridge,5458 Lee Street,Arvada,CO,80002,296,MANAGE
Greystar Management,Aukum Group,Denver,30 - Arvada,"Ridge at Mountain View, The",7865 Allison Way,Arvada,CO,80005,168,MANAGE
Greystar Management,High Street Residential,Denver,30 - Arvada,"Russell, The",7295 West 56th Avenue,Arvada,CO,80002,252,MANAGE
Greystar Management,ReyLenn Properties,Denver,30 - Arvada,Solana Olde Town Station,6875 West 56th Avenue,Arvada,CO,80002,352,MANAGE
Greystar Management,Barings,Denver,30 - Arvada,Water Tower Flats,7783 West 55th Avenue,Arvada,CO,80002,324,MANAGE
Greystar Management,Headwaters Group,Denver,31 - Westminster,Aspendale Northglenn,10691 Melody Drive,Northglenn,CO,80234,172,MANAGE
Greystar Management,Crow Holdings,Denver,31 - Westminster,Canyon Reserve at the Ranch,2890 West 116th Place,Westminster,CO,80234,256,MANAGE
Greystar Management,ColRich Multifamily,Denver,31 - Westminster,"Copperwood, The",8200 Sheridan Blvd,Westminster,CO,80003,360,MANAGE
Greystar Management,Aukum Group,Denver,31 - Westminster,Ironwood at the Ranch,11705 Decatur Street,Westminster,CO,80234,226,MANAGE
Greystar Management,MIG Real Estate,Denver,31 - Westminster,"Links at Legacy Ridge, The",2710 Bruchez Pkwy,Westminster,CO,80234,232,MANAGE
Greystar Management,TruAmerica Multifamily,Denver,31 - Westminster,North Creek,700 West 91st Avenue,Thornton,CO,80260,168,MANAGE
Greystar Management,ColRich Multifamily,Denver,31 - Westminster,Park Place at 92nd,9101 Federal Blvd,Westminster,CO,80260,228,MANAGE
Greystar Management,Intercontinental Real Estate,Denver,31 - Westminster,Reflections on 92nd,6880 West 91st Court,Westminster,CO,80021,444,MANAGE
Greystar Management,CBRE Investment Management,Denver,31 - Westminster,"Tenzing, The",11674 North Pecos Street,Westminster,CO,80234,320,MANAGE
Greystar Management,ColRich Multifamily,Denver,31 - Westminster,Tuscan Heights,1800 West 85th Avenue,Denver,CO,80260,492,MANAGE
Greystar Management,ColRich Multifamily,Denver,31 - Westminster,Village Creek,9052 Vance Street,Westminster,CO,80021,324,MANAGE
Greystar Management,ColRich Multifamily,Denver,31 - Westminster,Westbury,1585 West 115th Avenue,Westminster,CO,80234,228,MANAGE
Greystar Management,Grand Peaks Properties,Denver,31 - Westminster,Westminster Row,8980 Westminster Blvd,Westminster,CO,80031,274,MANAGE
Greystar Management,Greystar,Denver,33 - Thornton,Avana Eastlake,2801 East 120th Avenue,Thornton,CO,80233,336,MANAGE
Greystar Management,Greystar,Denver,33 - Thornton,Avana Thornton Station,2525 East 104th Avenue,Thornton,CO,80233,480,MANAGE
Greystar Management,Carmel Partners,Denver,33 - Thornton,Fieldhouse,12170 Washington Center Pkwy,Thornton,CO,80241,312,MANAGE
Greystar Management,TruAmerica Multifamily,Denver,33 - Thornton,Magnolia Ridge,12220 Colorado Blvd,Thornton,CO,80241,287,MANAGE
Greystar Management,Alliance Residential Company,Denver,33 - Thornton,Prose Farm,2375 East 104th Avenue,Thornton,CO,80233,312,MANAGE
Greystar Management,Goldman Sachs & Company,Denver,34 - Broomfield,Arista Uptown,8500 Arista Place,Broomfield,CO,80021,272,MANAGE
Greystar Management,AHV Communities,Denver,34 - Broomfield,Finley at Baseline,16600 Peak Street,Broomfield,CO,80023,142,MANAGE
Greystar Management,Ladera Capital Partners,Denver,34 - Broomfield,Heights at Interlocken,401 Interlocken Blvd,Broomfield,CO,80021,343,MANAGE
Greystar Management,McWhinney,Denver,34 - Broomfield,Park40,16785 Sheridan Pkwy,Broomfield,CO,80023,313,MANAGE
Greystar Management,Grand Peaks Properties,Denver,35 - Lafayette - Louisville,Grand View at Flatirons,855 West Dillon Road,Louisville,CO,80027,180,MANAGE
Greystar Management,Carmel Partners,Denver,35 - Lafayette - Louisville,Origin,2250 Main Street,Superior,CO,80027,405,MANAGE
Greystar Management,High Street Residential,Denver,36 - Boulder,Mysa at the Crossing,3773 Canfield Street,Boulder,CO,80301,250,MANAGE
Greystar Management,Morgan Creek Ventures,Denver,36 - Boulder,Pearl at Boulder Commons,2273 31st Street,Boulder,CO,80301,77,MANAGE
Greystar Management,Greystar,Denver,36 - Boulder,Union 9Seventy,970 28th Street,Boulder,CO,80303,138,MANAGE
Greystar Management,Greystar,Denver,36 - Boulder,Union Baseline,2726 Moorhead Avenue,Boulder,CO,80305,144,MANAGE
Greystar Management,"Palmo, Luke",Denver,37 - Longmont,Alpine Prairie Village,2205 Alpine Street,Longmont,CO,80504,126,MANAGE
Greystar Management,Mass Equities,Denver,37 - Longmont,South Main Station,485 2nd Avenue,Longmont,CO,80501,314,MANAGE
Greystar Management,Greystar,Denver,38 - Brighton,Thayne Brighton,305 North 42nd Avenue,Brighton,CO,80601,288,MANAGE
Greystar Management,Avenida Partners,Denver,39 - Loveland,Avenida at Centerra,3903 East 15th Street,Loveland,CO,80538,154,MANAGE
Greystar Management,Hillside Real Estate Group,Denver,39 - Loveland,"Bend at Highland Meadows, The",6153 American Oaks Street,Loveland,CO,80538,198,MANAGE
Greystar Management,AHV Communities,Denver,39 - Loveland,Vella Terra,6205 Longstem Way,Loveland,CO,80538,240,MANAGE
Greystar Management,Hartford Homes,Denver,40 - Fort Collins - Central,Bloom,208 North Delozier Road,Fort Collins,CO,80524,152,MANAGE
Greystar Management,ColRich Multifamily,Denver,40 - Fort Collins - Central,"Hewing, The",1742 Heritage Circle,Fort Collins,CO,80526,182,MANAGE
Greystar Management,Greystar,Denver,40 - Fort Collins - Central,Union on Alley,1201 West Plum Street,Fort Collins,CO,80521,79,MANAGE
Greystar Management,Greystar,Denver,40 - Fort Collins - Central,Union on Elizabeth,1208 West Elizabeth Street,Fort Collins,CO,80521,107,MANAGE
Greystar Management,Greystar,Denver,40 - Fort Collins - Central,Union on Plum,1323 West Plum Street,Fort Collins,CO,80521,62,MANAGE
Greystar Management,ColRich Multifamily,Denver,41 - Fort Collins - South,Courtney Park,4470 South Lemay Avenue,Fort Collins,CO,80525,248,MANAGE
Greystar Management,Jensen Laplante Development,Denver,41 - Fort Collins - South,"Granary, The",156 West Fairway Lane,Fort Collins,CO,80525,264,MANAGE
Greystar Management,ColRich Multifamily,Denver,41 - Fort Collins - South,"Habitat at Fort Collins, The",2736 Raintree Drive,Fort Collins,CO,80526,300,MANAGE
Greystar Management,Benedict Canyon Equities,Denver,41 - Fort Collins - South,"Trails at Timberline, The",2451 South Timberline Road,Fort Collins,CO,80525,314,MANAGE
Greystar Management,Boulder Creek Neighborhoods,Denver,43 - Weld County - South,"Cottages at Erie Commons, The",431 Ambrose Street,Erie,CO,80516,151,MANAGE
Greystar Management,Blackburn Group,Denver,43 - Weld County - South,Firestone Junction,10670 Jake Jabs Blvd,Firestone,CO,80504,300,MANAGE
Greystar Management,McWhinney,Denver,45 - Greeley - West,Lariat,2405 38th Avenue,Greeley,CO,80634,304,MANAGE
Greystar Management,Abacus Capital Group,Des Moines,7 - West Des Moines,Wellington,4700 EP True Pkwy,West Des Moines,IA,50265,420,MANAGE
Greystar Management,Dart Properties,Detroit,17 - Westland,Heather Ridge,7500 North Newburgh Road,Westland,MI,48185,177,MANAGE
Greystar Management,Dart Properties,Detroit,25 - Clinton Township - west,Woodland Meadows,35700 Moravian Drive,Clinton Township,MI,48035,264,MANAGE
Greystar Management,Dart Properties,Detroit,27 - Sterling Heights,Laurel Valley,36200 Dequindre Road,Sterling Heights,MI,48310,512,MANAGE
Greystar Management,Dart Properties,Detroit,27 - Sterling Heights,Shoal Creek,34350 Ryan Road,Sterling Heights,MI,48310,376,MANAGE
Greystar Management,Village Green Management,Detroit,40 - Rochester Hills,"Chapman, The",701 Green Circle,Rochester,MI,48307,300,MANAGE
Greystar Management,UBS Realty Investors,Detroit,40 - Rochester Hills,"Graham, The",1901 Village Green Blvd,Rochester Hills,MI,48307,265,MANAGE
Greystar Management,Dart Properties,Detroit,40 - Rochester Hills,Pine Ridge,2800 Overlook Drive,Rochester Hills,MI,48307,208,MANAGE
Greystar Management,Dart Properties,Detroit,41 - Shelby Township,Oak Hill,45600 Oak Hill Blvd,Shelby Township,MI,48317,796,MANAGE
Greystar Management,Dart Properties,Detroit,44 - Clarkston\Orion,Hidden Lakes,5800 Deepwood Court,Clarkston,MI,48346,418,MANAGE
Greystar Management,Atkins Dame,Eugene,2 - Riverfront,Portal,355 East 5th Avenue,Eugene,OR,97401,130,MANAGE
Greystar Management,Century Management,Eugene,3 - Cal Young,River Terrace,1150 Darlene Lane,Eugene,OR,97401,280,MANAGE
Greystar Management,Kennedy Wilson,Eugene,3 - Cal Young,Riverwalk,470 Alexander Loop,Eugene,OR,97401,272,MANAGE
Greystar Management,Kairos Investment Management,Eugene,4 - Harlow,Willamette Gardens,3545 Kinsrow Avenue,Eugene,OR,97401,240,MANAGE
Greystar Management,Atkins Dame,Eugene,5 - University,Heartwood,500 Ferry Street,Eugene,OR,97401,95,MANAGE
Greystar Management,Century Management,Eugene,8 - West Eugene,"Bailey at Amazon Creek, The",3655 West 13th Avenue,Eugene,OR,97402,252,MANAGE
Greystar Management,Kairos Investment Management,Eugene,8 - West Eugene,Redwood Park,4103 West 18th Avenue,Eugene,OR,97402,232,MANAGE
