Manager,Owner,Market,Submarket,Property Name,Address,City,State,ZIP,Units,Manage v. OWN and manage
Greystar Management,Kaplan Companies,Atlanta - Urban,14 - Midtown West/Centennial Place,Townhouse Atlanta,450 Piedmont Avenue NE,Atlanta,GA,30308,254,MANAGE
Greystar Management,Blaze Capital Partners,Atlanta - Urban,15 - Midtown South,Muse ATL,300 Cityline Avenue NE,Atlanta,GA,30308,192,MANAGE
Greystar Management,Property Reserve,Atlanta - Urban,15 - Midtown South,Piedmont House,205 12th Street NE,Atlanta,GA,30309,198,MANAGE
Greystar Management,TruAmerica Multifamily,Atlanta - Urban,15 - Midtown South,"Prato at Midtown, The",400 Central Park Place NE,Atlanta,GA,30308,342,MANAGE
Greystar Management,Ghitis Property Company,Atlanta - Urban,16 - Martin Luther King Historic District,Ayla on Krog,44 Krog Street NE,Atlanta,GA,30307,222,MANAGE
Greystar Management,Graycliff Capital,Atlanta - Urban,16 - Martin Luther King Historic District,Pencil Factory Flats,349 Decatur Street SE,Atlanta,GA,30312,188,MANAGE
Greystar Management,TA Realty,Atlanta - Urban,17 - Inman Park/Virginia Highlands,675 N. Highland,675 North Highland Avenue NE,Atlanta,GA,30306,164,MANAGE
Greystar Management,CBRE Investment Management,Atlanta - Urban,18 - Decatur,1133 on the Square,1133 Commerce Drive,Decatur,GA,30030,167,MANAGE
Greystar Management,Kaplan Companies,Atlanta - Urban,19 - Avondale Estates/East Belvedere Park,Generation Avondale East,3960 Redan Road,Stone Mountain,GA,30083,239,MANAGE
Greystar Management,Eaton Vance Real Estate Investment Group,Atlanta - Urban,20 - Atlantic Station,Avana Westside,1040 Huff Road NW,Atlanta,GA,30318,397,MANAGE
Greystar Management,TA Realty,Atlanta - Urban,20 - Atlantic Station,Broadstone Upper Westside,2167 Bolton Drive NW,Atlanta,GA,30318,314,MANAGE
Greystar Management,Crescent Communities,Atlanta - Urban,20 - Atlantic Station,NOVEL West Midtown,1330 Fairmont Avenue,Atlanta,GA,30318,340,MANAGE
Greystar Management,Goldrich & Kest,Atlanta - Urban,21 - South Buckhead,Ardmore & 28th,306 Ardmore Circle NW,Atlanta,GA,30309,165,MANAGE
Greystar Management,Greystar,Atlanta - Urban,22 - Midtown,Ascent Midtown,1400 West Peachtree Street NW,Atlanta,GA,30309,328,MANAGE
Greystar Management,Greystar,Atlanta - Urban,22 - Midtown,NOMIA,1382 Peachtree Street NE,Atlanta,GA,30309,281,MANAGE
Greystar Management,Greystar,Atlanta - Urban,23 - Lindbergh,Avana Cheshire Bridge,2124 Cheshire Bridge Road NE,Atlanta,GA,30324,318,MANAGE
Greystar Management,Greystar,Atlanta - Urban,23 - Lindbergh,Avana on Main,508 Main Street NE,Atlanta,GA,30324,363,MANAGE
Greystar Management,Goldrich & Kest,Atlanta - Urban,23 - Lindbergh,CB Lofts,2430 Cheshire Bridge Road NE,Atlanta,GA,30324,164,MANAGE
Greystar Management,Greystar,Atlanta - Urban,23 - Lindbergh,Newbergh ATL,761 Morosgo Drive NE,Atlanta,GA,30324,258,MANAGE
Greystar Management,Greystar,Atlanta - Urban,23 - Lindbergh,Overture Buckhead South,658 Lindbergh Drive NE,Atlanta,GA,30324,190,MANAGE
Greystar Management,Greystar,Atlanta - Urban,24 - North Druid Hills,Bellamy Executive Park,50 Executive Park South,Atlanta,GA,30329,342,MANAGE
Greystar Management,EQT Real Estate,Atlanta - Urban,24 - North Druid Hills,Decatur Highlands,10 Highland Lake Circle,Decatur,GA,30033,386,MANAGE
Greystar Management,Fairfield Residential,Atlanta - Urban,24 - North Druid Hills,Morgan Place,1680 Chantilly Drive NE,Atlanta,GA,30324,186,MANAGE
Greystar Management,Boston Capital Real Estate Partners,Atlanta - Urban,25 - North Decatur/Clarkston/Scottdale,Aventura Decatur,100 Grayson Place,Decatur,GA,30030,180,MANAGE
Greystar Management,AVR Realty,Atlanta - Urban,27 - Buckhead,@ 1377,1377 Dresden Drive,Atlanta,GA,30319,215,MANAGE
Greystar Management,Wood Partners,Atlanta - Urban,27 - Buckhead,Alta Porter on Peachtree,3930 Peachtree Road,Brookhaven,GA,30319,291,MANAGE
Greystar Management,NewTower Trust Company,Atlanta - Urban,27 - Buckhead,Avanti Brookhaven,1295 Dresden Drive NE,Atlanta,GA,30319,230,MANAGE
Greystar Management,Greystar,Atlanta - Urban,27 - Buckhead,Cyan on Peachtree,3380 Peachtree Road NE,Atlanta,GA,30326,329,MANAGE
Greystar Management,Continental Realty Corporation,Atlanta - Urban,27 - Buckhead,Millworks,1888 Emery Street NW,Atlanta,GA,30318,345,MANAGE
Greystar Management,Wood Partners,Atlanta - Urban,29 - Buckhead Village,"Beverly by Alta, The",3314 Piedmont Road NE,Atlanta,GA,30305,291,MANAGE
Greystar Management,Property Reserve,Atlanta - Urban,29 - Buckhead Village,"Bryant at Buckhead Village, The",400 Pharr Road NE,Atlanta,GA,30305,375,MANAGE
Greystar Management,Nuveen Real Estate,Atlanta - Urban,29 - Buckhead Village,Gramercy at Buckhead,3315 Roswell Road,Atlanta,GA,30305,249,MANAGE
Greystar Management,Greystar,Atlanta - Urban,29 - Buckhead Village,Kingsboro,3443 Kingsboro Road NE,Atlanta,GA,30326,152,MANAGE
Greystar Management,Greystar,Atlanta - Urban,29 - Buckhead Village,Phipps Place,3460 Kingsboro Road NE,Atlanta,GA,30326,266,MANAGE
Greystar Management,Lionstone Investments,Atlanta - Urban,29 - Buckhead Village,"Tower on Piedmont, The",3242 Peachtree Road NE,Atlanta,GA,30305,155,MANAGE
Greystar Management,Eaton Vance Real Estate Investment Group,Atlanta - Urban,31 - Brookhaven,Avana Uptown,2910 Clairmont Road NE,Atlanta,GA,30329,227,MANAGE
Greystar Management,Greystar,Atlanta - Urban,32 - Northlake,Avana City North,3421 Northlake Pkwy NE,Atlanta,GA,30345,357,MANAGE
Greystar Management,TruAmerica Multifamily,Atlanta - Urban,33 - North Vinings,Junction at Vinings,2101 Paces Ferry Road SE,Smyrna,GA,30080,360,MANAGE
Greystar Management,RPM,Atlanta - Urban,33 - North Vinings,"Residences at Vinings Mountain, The",100 Pinehurst Drive,Atlanta,GA,30339,680,MANAGE
Greystar Management,"RMR Group, The",Atlanta - Urban,34 - Marietta SE,Annett,2020 Powers Ferry Road,Atlanta,GA,30339,278,MANAGE
Greystar Management,Greystar,Atlanta - Urban,34 - Marietta SE,Avana Cumberland,2383 Akers Mill Road,Atlanta,GA,30339,400,MANAGE
Greystar Management,Greystar,Atlanta - Urban,34 - Marietta SE,Avana Powers Ferry,1818 Wood Hollow Court,Marietta,GA,30067,312,MANAGE
Greystar Management,TA Realty,Atlanta - Urban,34 - Marietta SE,"Elden Galleria, The",800 Galleria Pkwy SE,Atlanta,GA,30339,283,MANAGE
Greystar Management,Greystar,Atlanta - Urban,36 - West Chamblee,Avana Dunwoody,10 Gentrys Walk,Chamblee,GA,30341,227,MANAGE
Greystar Management,Brass Enterprises,Atlanta - Urban,36 - West Chamblee,"Grove Chamblee, The",3450 Miller Drive,Chamblee,GA,30341,192,MANAGE
Greystar Management,Atlas Real Estate Partners,Atlanta - Urban,36 - West Chamblee,"Hawkins, The",3311 Hood Avenue,Chamblee,GA,30341,192,MANAGE
Greystar Management,CBRE Investment Management,Atlanta - Urban,36 - West Chamblee,"Oliver Chamblee, The",5193 Peachtree Blvd,Chamblee,GA,30341,283,MANAGE
Greystar Management,Selig Enterprises,Atlanta - Urban,38 - Sandy Springs/Dunwoody,Aston City Springs,6400 Blue Stone Road,Sandy Springs,GA,30328,294,MANAGE
Greystar Management,Boston Capital Real Estate Partners,Atlanta - Urban,38 - Sandy Springs/Dunwoody,Aventura Dunwoody,6873 Peachtree Dunwoody Road NE,Atlanta,GA,30328,240,MANAGE
Greystar Management,Greystar,Atlanta - Urban,38 - Sandy Springs/Dunwoody,Overture Powers Ferry,1927 Powers Ferry Road SE,Atlanta,GA,30339,171,MANAGE
Greystar Management,Greystar,Atlanta - Urban,38 - Sandy Springs/Dunwoody,Peachtree Dunwoody Place,6355 Peachtree Dunwoody Road NE,Atlanta,GA,30328,216,MANAGE
Greystar Management,Westmount Realty Capital,Atlanta - Urban,38 - Sandy Springs/Dunwoody,Westmount at Ashwood,1000 Ashwood Pkwy,Atlanta,GA,30338,160,MANAGE
Greystar Management,Cape Augusta,Augusta,5 - Midtown-West End,"Lofts at King Mill, The",1701 Goodrich Street,Augusta,GA,30904,245,MANAGE
Greystar Management,PASSCO Real Estate,Augusta,8 - Augusta - West,Grand Oaks at Crane Creek,680 Crane Creek Drive,Augusta,GA,30907,300,MANAGE
Greystar Management,Waypoint Residential,Augusta,8 - Augusta - West,Mason Augusta,101 Pine Forest Road,Augusta,GA,30909,288,MANAGE
Greystar Management,Waypoint Residential,Augusta,8 - Augusta - West,Mason Augusta Phase II,101 Pine Forest Road,Augusta,GA,30909,174,MANAGE
Greystar Management,Southeastern Development Associates,Augusta,18 - Evans,"Premier, The",1065 Williamsburg Way,Evans,GA,30809,300,MANAGE
Greystar Management,Southeastern Development Associates,Augusta,19 - Martinez,"Heron at River Island, The",600 Grand Oaks Way,Martinez,GA,30907,274,MANAGE
Greystar Management,Southeastern Development Associates,Augusta,22 - Aiken,"Canter, The",4285 Julep Way SW,Aiken,SC,29803,256,MANAGE
Greystar Management,Wood Partners,Austin,1 - Georgetown - west,Alta Berry Creek,2201 State Highway 195,Georgetown,TX,78628,300,MANAGE
Greystar Management,Endeavor Real Estate Group,Austin,1 - Georgetown - west,Citizen House Wolf Ranch,1201 Wolf Canyon Road,Georgetown,TX,78628,360,MANAGE
Greystar Management,PCCP,Austin,1 - Georgetown - west,"Oaks on Chisholm Trail, The",3000 Chisholm Trail Road,Round Rock,TX,78681,113,MANAGE
Greystar Management,Wood Partners,Austin,2 - Georgetown - east,Alta Westinghouse Townhomes,3205 Westinghouse Road,Georgetown,TX,78626,168,MANAGE
Greystar Management,"Viramontes Nales, Miguel A.",Austin,2 - Georgetown - east,Austin Avenue,2601 North Austin Avenue,Georgetown,TX,78626,312,MANAGE
Greystar Management,Capitol Seniors Housing,Austin,2 - Georgetown - east,NorthStar Georgetown,2401 Westinghouse Road,Georgetown,TX,78626,210,MANAGE
Greystar Management,Trammell Crow Residential,Austin,3 - Cedar Park,Arista San Gabriel,2312 Yellow Warbler Drive,Leander,TX,78641,103,MANAGE
Greystar Management,"Viramontes Nales, Miguel A.",Austin,3 - Cedar Park,Aven Ridge,1141 Pleasant Hill Road,Leander,TX,78641,312,MANAGE
Greystar Management,Alliance Residential Company,Austin,3 - Cedar Park,Broadstone Bryson,241 South Chitalpa Street,Leander,TX,78641,306,MANAGE
Greystar Management,Virtus Real Estate Capital,Austin,3 - Cedar Park,Caliza,12638 Ridgeline Blvd,Cedar Park,TX,78613,270,MANAGE
Greystar Management,Palladius Capital Management,Austin,3 - Cedar Park,"Chloe Leander, The",348 Main Street,Leander,TX,78641,276,MANAGE
Greystar Management,Resmark Equity Partners,Austin,3 - Cedar Park,Escalon Townhomes,181 South Brook Drive,Leander,TX,78641,125,MANAGE
Greystar Management,Leon Capital Group,Austin,3 - Cedar Park,"Evergrove at Crystal Village, The",2090 Raider Way,Leander,TX,78641,346,MANAGE
Greystar Management,Greystar,Austin,3 - Cedar Park,Everleigh Lakeline,9821 North Lake Creek Pkwy,Austin,TX,78717,191,MANAGE
Greystar Management,Tynberg,Austin,3 - Cedar Park,Gramercy at Northline,336 John Webster Street,Leander,TX,78641,343,MANAGE
Greystar Management,Akelius Real Estate Management,Austin,3 - Cedar Park,Leander Park,14801 Ronald Reagan Blvd,Leander,TX,78641,288,MANAGE
Greystar Management,StreetLights Residential,Austin,3 - Cedar Park,"Maris, The",10520 Lakeline Mall Drive,Austin,TX,78717,276,MANAGE
Greystar Management,Eaton Vance Real Estate Investment Group,Austin,3 - Cedar Park,"Michael at Presidio, The",13535 Lyndhurst Street,Austin,TX,78717,415,MANAGE
Greystar Management,Qualico,Austin,3 - Cedar Park,Quest,910 Quest Pkwy,Cedar Park,TX,78613,333,MANAGE
Greystar Management,"Rastello, Douglas",Austin,3 - Cedar Park,Regal Parc Apartment Homes,350 Cypress Creek Road,Cedar Park,TX,78613,279,MANAGE
Greystar Management,American Residential Group,Austin,3 - Cedar Park,Tisdale at Lakeline Station,13701 Lyndhurst Drive,Austin,TX,78717,378,MANAGE
Greystar Management,Starlight Investments,Austin,3 - Cedar Park,Vera Cedar Park,805 C-Bar Ranch Trail,Cedar Park,TX,78613,242,MANAGE
Greystar Management,Goldman Sachs & Company,Austin,4 - Brushy Creek,95twenty,9520 Spectrum Drive,Austin,TX,78717,334,MANAGE
Greystar Management,TA Realty,Austin,4 - Brushy Creek,Rhythm,9701 Spectrum Drive,Austin,TX,78717,262,MANAGE
Greystar Management,Eaton Vance Real Estate Investment Group,Austin,5 - Round Rock - east,Lone Oak,1201 Hidden Valley Drive,Round Rock,TX,78665,304,MANAGE
Greystar Management,PCCP,Austin,5 - Round Rock - east,Skymor Carmel Creek,91 Hereford Loop,Hutto,TX,78634,76,MANAGE
Greystar Management,Clark Wilson Builder,Austin,5 - Round Rock - east,"Sommery, The",5540 Sofia Place,Round Rock,TX,78665,300,MANAGE
Greystar Management,Rivendell Global Real Estate,Austin,6 - Anderson Mill,Terrazzo,8585 Spicewood Springs Road,Austin,TX,78759,224,MANAGE
Greystar Management,Ladera Capital Partners,Austin,7 - Jollyville - north,"Monterra, The",13401 Legendary Drive,Austin,TX,78727,256,MANAGE
Greystar Management,Eaton Vance Real Estate Investment Group,Austin,7 - Jollyville - north,Villages at Turtle Rock,12800 Turtle Rock Road,Austin,TX,78729,356,MANAGE
Greystar Management,Bellrock Real Estate Partners,Austin,8 - Round Rock - south,Bellrock La Frontera,16304 FM 1325,Austin,TX,78728,340,MANAGE
Greystar Management,Alliance Residential Company,Austin,8 - Round Rock - south,Broadstone Frontera Ridge,2880 Frontera Drive,Round Rock,TX,78681,376,MANAGE
Greystar Management,Manulife Investment Management,Austin,8 - Round Rock - south,Broadstone North Ridge,3118 County Road 172,Round Rock,TX,78681,339,MANAGE
Greystar Management,Nuveen Real Estate,Austin,9 - Wells Branch,"District on La Frontera, The",2811 La Frontera Blvd,Austin,TX,78728,512,MANAGE
Greystar Management,Endeavor Real Estate Group,Austin,9 - Wells Branch,"Mia, The",14305 Tandem Blvd,Austin,TX,78728,345,MANAGE
Greystar Management,CAF Capital Partners,Austin,9 - Wells Branch,"Morgan, The",1801 Wells Branch Pkwy,Austin,TX,78728,504,MANAGE
Greystar Management,RREEF Property Trust,Austin,12 - Jollyville - south,Hardrock Canyon,10300 Jollyville Road,Austin,TX,78759,391,MANAGE
Greystar Management,Greystar,Austin,12 - Jollyville - south,Overture Arboretum,10600 Jollyville Road,Austin,TX,78759,184,MANAGE
Greystar Management,Stonelake Capital Partners,Austin,13 - IBM area,"Bowen, The",3000 Gracie Kiltz Lane,Austin,TX,78758,339,MANAGE
Greystar Management,Sterling Equities,Austin,13 - IBM area,Flatiron Domain,10727 Domain Drive,Austin,TX,78758,364,MANAGE
Greystar Management,Heitman,Austin,13 - IBM area,Folio,11915 Stonehollow Drive,Austin,TX,78758,606,MANAGE
Greystar Management,Stonelake Capital Partners,Austin,13 - IBM area,"Met, The",10101 Metropolitan Drive,Austin,TX,78758,297,MANAGE
Greystar Management,Greystar,Austin,13 - IBM area,Overture Domain,3100 Kramer Lane,Austin,TX,78758,189,MANAGE
Greystar Management,IDEAL Capital Group,Austin,13 - IBM area,"Village at Gracy Farms, The",2600 Gracy Farms Lane,Austin,TX,78758,308,MANAGE
Greystar Management,River City Capital Partners,Austin,15 - Dessau,"Amber, The",3901 East Parmer Lane,Austin,TX,78754,273,MANAGE
Greystar Management,Clark Wilson Builder,Austin,15 - Dessau,"Bower, The",404 East Olympic Drive,Pflugerville,TX,78660,294,MANAGE
Greystar Management,Wilson Capital,Austin,15 - Dessau,Brio,705 East Olympic Drive,Pflugerville,TX,78660,336,MANAGE
Greystar Management,Reger Holdings,Austin,15 - Dessau,"Janis, The",3500 East Parmer Lane,Austin,TX,78754,422,MANAGE
Greystar Management,Belkorp Holdings,Austin,15 - Dessau,"Oaks at Techridge, The",14000 The Lakes Blvd,Pflugerville,TX,78660,336,MANAGE
Greystar Management,Reger Holdings,Austin,15 - Dessau,"Vaughan, The",12601 Innovar Circle,Austin,TX,78754,312,MANAGE
Greystar Management,Akelius Real Estate Management,Austin,15 - Dessau,Wells Park,15001 Strathaven Pass,Austin,TX,78660,264,MANAGE
Greystar Management,J.P. Morgan Asset Management,Austin,16 - Far West Blvd,3500 Westlake,3500 North Capital of Texas Hwy,Austin,TX,78746,175,MANAGE
Greystar Management,Belkorp Holdings,Austin,16 - Far West Blvd,Somerset Townhomes,6800 Austin Center Blvd,Austin,TX,78731,123,MANAGE
Greystar Management,Wood Partners,Austin,17 - Abercrombie,"Albright, The",8528 Burnet Road,Austin,TX,78757,261,MANAGE
Greystar Management,Milestone Community Builders,Austin,17 - Abercrombie,Alder at the Grove,4424 Jackson Avenue,Austin,TX,78731,268,MANAGE
Greystar Management,City Line Capital,Austin,17 - Abercrombie,Burnet Flats,5453 Burnet Road,Austin,TX,78756,179,MANAGE
Greystar Management,Ladera Capital Partners,Austin,17 - Abercrombie,Haus 5350,5350 Burnet Road,Austin,TX,78756,175,MANAGE
Greystar Management,Milestone Community Builders,Austin,17 - Abercrombie,Korina at the Grove,4424 Jackson Avenue,Austin,TX,78731,373,MANAGE
Greystar Management,D.R. Horton,Austin,19 - Walnut Forest,Ascend at Pioneer Hill,1701 Daleside Lane,Austin,TX,78754,324,MANAGE
Greystar Management,Alliance Residential Company,Austin,20 - Hyde Park,Broadstone North Lamar,6709 North Lamar Blvd,Austin,TX,78752,305,MANAGE
Greystar Management,Castle Lanterra Properties,Austin,20 - Hyde Park,Residences at the Triangle,4600 West Guadalupe Street,Austin,TX,78751,529,MANAGE
Greystar Management,Eaton Vance Real Estate Investment Group,Austin,20 - Hyde Park,West Koenig Flats,5608 Avenue F,Austin,TX,78751,210,MANAGE
Greystar Management,Principal Real Estate Investors,Austin,22 - Capital Plaza,Overture Mueller,4818 Berkman Drive,Austin,TX,78723,201,MANAGE
Greystar Management,Ryan Companies,Austin,22 - Capital Plaza,Rivette Tower,3901 Berkman Drive,Austin,TX,78723,347,MANAGE
Greystar Management,Endeavor Real Estate Group,Austin,22 - Capital Plaza,Solomon,1414 East 51st Street,Austin,TX,78723,369,MANAGE
Greystar Management,Sterling Equities,Austin,23 - Berkman Dr,"Banks of Springdale, The",5521 Springdale Road,Austin,TX,78723,251,MANAGE
Greystar Management,Transwestern,Austin,23 - Berkman Dr,Windsor Commons,5900 Westminster Drive,Austin,TX,78723,404,MANAGE
Greystar Management,Intercontinental Real Estate,Austin,24 - West End,5th Street Commons,1611 West 5th Street,Austin,TX,78703,150,MANAGE
Greystar Management,Seamless Capital,Austin,24 - West End,"Bouldin South Lamar, The",1401 South Lamar Blvd,Austin,TX,78704,309,MANAGE
Greystar Management,RREEF Property Trust,Austin,24 - West End,"Boulevard at Town Lake, The",2600 Lake Austin Blvd,Austin,TX,78703,256,MANAGE
Greystar Management,Kurt Simons Company,Austin,24 - West End,Coldwater,1717 Toomey Road,Austin,TX,78704,225,MANAGE
Greystar Management,Intercontinental Real Estate,Austin,24 - West End,Pressler,507 Pressler Street,Austin,TX,78703,168,MANAGE
Greystar Management,Eaton Vance Real Estate Investment Group,Austin,25 - University of Texas,Elan East,2900 Manor Road,Austin,TX,78722,251,MANAGE
Greystar Management,Greystar,Austin,25 - University of Texas,Platform,2823 East Martin Luther King Jr Blvd,Austin,TX,78702,355,MANAGE
Greystar Management,Greystar,Austin,25 - University of Texas,Platform Phase II,2823 East Martin Luther King Jr Blvd,Austin,TX,78702,202,MANAGE
Greystar Management,Ledcor Group,Austin,25 - University of Texas,Starlight,2901 Manor Road,Austin,TX,78722,325,MANAGE
Greystar Management,Greystar,Austin,25 - University of Texas,Union on 24th,701 West 24th Street,Austin,TX,78705,552,MANAGE
